application_id,age,city_tier,employment_type,employment_years,annual_income_inr,residence_type,bureau_score,credit_inquiries_6m,overdue_accounts,existing_emi_inr,bank_balance_inr,loan_type,loan_amount_inr,loan_term_months,interest_rate,proposed_emi_inr,foir,loan_to_income_ratio,default
INR0000101,63,Ahmedabad,Contract,36.4,390645.0,Rented,724.0,0,0,2951.0,14725.0,Two Wheeler,41922.0,36,13.77,1428.0,0.1345,0.1073,0
INR0000102,22,Delhi NCR,Salaried,0.0,327119.0,Family Owned,582.0,0,2,10882.0,95173.0,Personal Loan,87133.0,24,19.07,4395.0,0.5604,0.2664,0
INR0000103,25,Tier 2/3,Salaried,0.0,542191.0,Owned,526.0,1,1,12469.0,154550.0,Consumer Durable,1010703.0,24,21.42,52142.0,1.25,1.8641,1
INR0000104,22,Kolkata,Contract,0.0,253998.0,Rented,450.0,3,2,13076.0,19189.0,Personal Loan,112199.0,12,25.65,10699.0,1.1232,0.4417,1
INR0000105,45,Ahmedabad,Contract,12.8,232599.0,Owned,683.0,0,0,5030.0,14556.0,Consumer Durable,46837.0,24,13.41,2236.0,0.3748,0.2014,0
INR0000106,56,Chennai,Professional,31.7,936931.0,Owned,782.0,0,0,2211.0,67400.0,Home Improvement,1392090.0,24,9.53,63934.0,0.8472,1.4858,0
INR0000107,23,Delhi NCR,Salaried,1.1,239227.0,Rented,529.0,2,2,5517.0,32661.0,Personal Loan,52278.0,60,23.38,1485.0,0.3512,0.2185,0
INR0000108,63,Mumbai,Self Employed,26.5,1347467.0,Rented,705.0,0,0,19511.0,34825.0,Consumer Durable,637316.0,24,11.27,29783.0,0.439,0.473,0
INR0000109,64,Tier 2/3,Salaried,39.2,1147910.0,Owned,717.0,0,0,64885.0,182938.0,Personal Loan,192278.0,60,14.54,4528.0,0.7256,0.1675,0
INR0000110,26,Chennai,Salaried,0.0,311838.0,Rented,627.0,2,1,13330.0,19383.0,Two Wheeler,41429.0,24,19.89,2106.0,0.594,0.1329,0
INR0000111,30,Delhi NCR,Salaried,0.2,726198.0,Rented,606.0,2,0,10064.0,35559.0,Personal Loan,214575.0,24,17.84,10696.0,0.3431,0.2955,0
INR0000112,38,Bengaluru,Salaried,3.1,309810.0,Owned,581.0,3,3,14003.0,9317.0,Home Improvement,154230.0,18,19.69,9966.0,0.9284,0.4978,1
INR0000113,32,Pune,Salaried,0.0,353352.0,Owned,574.0,4,2,12436.0,23499.0,Personal Loan,439635.0,36,22.72,16955.0,0.9981,1.2442,1
INR0000114,55,Delhi NCR,Salaried,24.6,2815235.0,Rented,800.0,0,0,87257.0,278978.0,Personal Loan,1057453.0,48,8.05,25839.0,0.4821,0.3756,0
INR0000115,58,Tier 2/3,Professional,35.2,686613.0,Rented,632.0,0,1,14509.0,56094.0,Consumer Durable,257820.0,36,16.86,9174.0,0.4139,0.3755,0
INR0000116,55,Kolkata,Salaried,28.3,1673109.0,Owned,749.0,0,1,43175.0,115443.0,Consumer Durable,935043.0,24,9.37,42875.0,0.6172,0.5589,0
INR0000117,40,Ahmedabad,Self Employed,16.0,362685.0,Owned,640.0,1,0,7674.0,43256.0,Home Improvement,38239.0,12,15.53,3461.0,0.3684,0.1054,0
INR0000118,60,Chennai,Salaried,35.5,370857.0,Family Owned,805.0,0,0,3202.0,6341.0,Business Loan,153761.0,18,8.0,9093.0,0.3979,0.4146,0
INR0000119,24,Pune,Salaried,0.0,439432.0,Rented,485.0,4,5,19208.0,57982.0,Personal Loan,116285.0,18,26.97,7926.0,0.741,0.2646,1
INR0000120,60,Pune,Salaried,26.8,407642.0,Rented,743.0,1,0,9147.0,54500.0,Business Loan,259894.0,36,11.65,8588.0,0.5221,0.6376,0
INR0000121,48,Pune,Salaried,21.3,327485.0,Rented,617.0,3,1,8025.0,24817.0,Home Improvement,60834.0,18,15.75,3817.0,0.4339,0.1858,0
INR0000122,45,Mumbai,Salaried,25.0,329995.0,Rented,756.0,0,0,19841.0,11649.0,Consumer Durable,81221.0,12,11.44,7195.0,0.9831,0.2461,0
INR0000123,61,Chennai,Salaried,37.7,777402.0,Owned,751.0,0,0,4609.0,21675.0,Personal Loan,214076.0,24,9.19,9798.0,0.2224,0.2754,0
INR0000124,65,Mumbai,Salaried,31.0,,Owned,727.0,0,0,13022.0,57115.0,Consumer Durable,47596.0,60,10.38,1020.0,0.3389,0.0957,0
INR0000125,35,Hyderabad,Salaried,11.4,350540.0,Rented,783.0,0,1,7056.0,19013.0,Home Improvement,80867.0,36,10.69,2636.0,0.3318,0.2307,0
INR0000126,44,Bengaluru,Self Employed,17.0,405622.0,Owned,661.0,1,0,21600.0,92211.0,Consumer Durable,172378.0,24,15.59,8407.0,0.8877,0.425,0
INR0000127,38,Delhi NCR,Self Employed,14.7,1413213.0,Owned,655.0,1,1,81110.0,27209.0,Personal Loan,194327.0,36,16.29,6860.0,0.747,0.1375,0
INR0000128,30,Mumbai,Salaried,0.0,282866.0,Rented,604.0,1,1,4301.0,7010.0,Two Wheeler,48472.0,24,17.9,2417.0,0.285,0.1714,0
INR0000129,34,Pune,Salaried,0.3,,Rented,599.0,3,1,11772.0,75658.0,Consumer Durable,258246.0,24,19.68,13103.0,0.6189,0.5354,0
INR0000130,56,Delhi NCR,Salaried,27.0,444494.0,Owned,650.0,0,0,8751.0,16611.0,Personal Loan,141497.0,24,15.86,6919.0,0.423,0.3183,0
INR0000131,57,Tier 2/3,Salaried,35.5,435383.0,Owned,693.0,0,0,1240.0,21120.0,Consumer Durable,99250.0,24,13.05,4721.0,0.1643,0.228,0
INR0000132,53,Pune,Self Employed,23.5,479533.0,Owned,636.0,0,0,6695.0,101883.0,Personal Loan,55920.0,24,17.51,2779.0,0.2371,0.1166,0
INR0000133,42,Bengaluru,Salaried,17.5,120000.0,Owned,677.0,0,0,1440.0,10220.0,Two Wheeler,20000.0,24,12.64,947.0,0.2387,0.1667,0
INR0000134,57,Pune,Salaried,25.5,587835.0,Owned,707.0,0,0,10218.0,49729.0,Consumer Durable,394230.0,36,12.85,13255.0,0.4792,0.6706,0
INR0000135,45,Mumbai,Salaried,19.8,1939108.0,Owned,728.0,1,0,17534.0,117642.0,Consumer Durable,1373613.0,24,12.94,65268.0,0.5124,0.7084,0
INR0000136,26,Tier 2/3,Self Employed,0.0,511445.0,Family Owned,633.0,2,0,10538.0,53777.0,Business Loan,267018.0,36,16.39,9439.0,0.4687,0.5221,0
INR0000137,55,Hyderabad,Contract,21.9,1256234.0,Rented,681.0,0,0,10469.0,172917.0,Two Wheeler,297612.0,36,14.21,10201.0,0.1975,0.2369,0
INR0000138,51,Tier 2/3,Self Employed,30.9,420683.0,Rented,643.0,0,0,2928.0,20821.0,Two Wheeler,65466.0,12,15.92,5937.0,0.2529,0.1556,0
INR0000139,36,Mumbai,Salaried,3.4,1197333.0,Owned,691.0,0,0,33616.0,83304.0,Personal Loan,379159.0,36,12.69,12718.0,0.4644,0.3167,0
INR0000140,52,Hyderabad,Self Employed,15.4,403055.0,Owned,654.0,1,2,16853.0,148654.0,Consumer Durable,165015.0,36,16.79,5866.0,0.6764,0.4094,1
INR0000141,42,Hyderabad,Salaried,14.0,431307.0,Owned,689.0,1,0,1175.0,53397.0,Home Improvement,65132.0,12,12.29,5796.0,0.1939,0.151,0
INR0000142,39,Tier 2/3,Self Employed,13.0,178526.0,Family Owned,630.0,1,0,2569.0,110863.0,Home Improvement,37876.0,48,15.46,1063.0,0.2441,0.2122,0
INR0000143,35,Pune,Salaried,6.6,343109.0,Owned,618.0,0,0,15178.0,53905.0,Personal Loan,129467.0,36,16.38,4576.0,0.6909,0.3773,0
INR0000144,26,Chennai,Salaried,0.0,427664.0,Owned,657.0,0,0,9651.0,55332.0,Personal Loan,39427.0,24,15.27,1917.0,0.3246,0.0922,0
INR0000145,48,Delhi NCR,Salaried,17.4,372429.0,Owned,614.0,2,2,18964.0,74829.0,Consumer Durable,44142.0,24,19.24,2230.0,0.6829,0.1185,0
INR0000146,39,Bengaluru,Self Employed,9.2,570292.0,Rented,655.0,1,1,16173.0,154121.0,Two Wheeler,231918.0,36,16.31,8189.0,0.5126,0.4067,0
INR0000147,55,Hyderabad,Contract,28.0,500248.0,Family Owned,714.0,0,0,23051.0,19124.0,Consumer Durable,44290.0,36,13.82,1510.0,0.5892,0.0885,0
INR0000148,32,Chennai,Contract,0.0,274885.0,Owned,565.0,4,0,9680.0,16408.0,Consumer Durable,64154.0,24,18.46,3217.0,0.563,0.2334,0
INR0000149,23,Mumbai,Professional,0.0,212150.0,Rented,535.0,1,0,1154.0,50993.0,Consumer Durable,24937.0,18,18.83,1601.0,0.1558,0.1175,0
INR0000150,55,Tier 2/3,Salaried,27.5,1114198.0,Family Owned,713.0,0,0,34010.0,285251.0,Personal Loan,353858.0,36,12.28,11801.0,0.4934,0.3176,0
INR0000151,32,Tier 2/3,Professional,0.0,393094.0,Family Owned,511.0,1,0,5814.0,31607.0,Consumer Durable,546135.0,36,19.71,20215.0,0.7946,1.3893,0
INR0000152,58,Delhi NCR,Salaried,19.2,1159677.0,Rented,712.0,0,0,13810.0,332960.0,Consumer Durable,1222235.0,48,11.55,31918.0,0.4732,1.0539,0
INR0000153,43,Hyderabad,Salaried,13.0,814706.0,Owned,581.0,1,0,41381.0,101200.0,Personal Loan,163299.0,48,19.78,4951.0,0.6824,0.2004,0
INR0000154,56,Mumbai,Salaried,27.7,1211655.0,Family Owned,661.0,0,0,29197.0,365252.0,Personal Loan,284771.0,60,14.57,6710.0,0.3556,0.235,0
INR0000155,26,Ahmedabad,Self Employed,1.3,686054.0,Owned,588.0,0,2,17348.0,,Business Loan,232958.0,24,21.07,11979.0,0.513,0.3396,0
INR0000156,57,Bengaluru,Salaried,33.2,1456396.0,Family Owned,719.0,0,0,10875.0,316341.0,Personal Loan,305605.0,36,13.19,10325.0,0.1747,0.2098,0
INR0000157,57,Ahmedabad,Professional,31.3,845074.0,Family Owned,710.0,0,0,17612.0,182084.0,Home Improvement,900685.0,24,13.42,42996.0,0.8606,1.0658,0
INR0000158,42,Kolkata,Contract,17.3,551130.0,Rented,665.0,2,2,15109.0,106699.0,Personal Loan,112880.0,36,16.77,4011.0,0.4163,0.2048,0
